"cohort_id","concept_set_id","database_id","concept_id","concept_count","concept_subjects"
1,19,"synpuf",434191,-5,-5
1,19,"synpuf",434212,146,145
1,19,"synpuf",434400,57,56
1,19,"synpuf",434508,-5,-5
1,19,"synpuf",434756,95,93
1,19,"synpuf",434774,5,5
1,19,"synpuf",434785,57,55
1,19,"synpuf",434789,86,67
1,19,"synpuf",435104,9,9
1,19,"synpuf",435305,85,78
1,19,"synpuf",435323,-5,-5
1,19,"synpuf",435378,66,66
1,19,"synpuf",435388,6,6
1,19,"synpuf",435390,11,8
1,19,"synpuf",435391,20,16
1,19,"synpuf",435672,17,17
1,19,"synpuf",435678,17,12
1,19,"synpuf",435679,21,21
1,19,"synpuf",435859,75,70
1,19,"synpuf",435931,68,68
1,19,"synpuf",435938,73,73
1,19,"synpuf",435959,431,360
1,19,"synpuf",435960,9,9
1,19,"synpuf",435964,12,11
1,19,"synpuf",436258,6,6
1,19,"synpuf",436278,648,575
1,19,"synpuf",436460,71,71
1,19,"synpuf",436519,6,6
1,19,"synpuf",436547,27,21
1,19,"synpuf",436553,7,7
1,19,"synpuf",436557,12,12
1,19,"synpuf",436841,14,13
1,19,"synpuf",436842,25,16
1,19,"synpuf",437133,37,24
1,19,"synpuf",437388,85,85
1,19,"synpuf",437413,16,16
1,19,"synpuf",437697,9,9
1,19,"synpuf",437922,98,98
1,19,"synpuf",437935,31,23
1,19,"synpuf",438002,8,8
1,19,"synpuf",438003,65,51
1,19,"synpuf",438188,60,59
1,19,"synpuf",438196,-5,-5
1,19,"synpuf",438214,-5,-5
1,19,"synpuf",438279,8,8
1,19,"synpuf",438285,50,38
1,19,"synpuf",438469,923,839
1,19,"synpuf",438478,6,6
1,19,"synpuf",438489,7,7
1,19,"synpuf",438570,68,68
1,19,"synpuf",438588,7,7
1,19,"synpuf",438596,27,26
1,19,"synpuf",438795,74,74
1,19,"synpuf",438873,83,81
1,19,"synpuf",438875,74,73
1,19,"synpuf",438894,7,7
1,19,"synpuf",439085,-5,-5
1,19,"synpuf",439130,-5,-5
1,19,"synpuf",439170,9,9
1,19,"synpuf",439171,12,11
1,19,"synpuf",439181,8,8
1,19,"synpuf",439182,14,11
1,19,"synpuf",439184,19,19
1,19,"synpuf",439194,11,11
1,19,"synpuf",439858,150,136
1,19,"synpuf",439932,83,72
1,19,"synpuf",439944,163,125
1,19,"synpuf",439949,11,11
1,19,"synpuf",439950,17,17
1,19,"synpuf",439961,384,369
1,19,"synpuf",440236,95,77
1,19,"synpuf",440244,9,9
1,19,"synpuf",440250,5,5
1,19,"synpuf",440251,9,9
1,19,"synpuf",440460,-5,-5
1,19,"synpuf",440531,166,147
1,19,"synpuf",440537,77,77
1,19,"synpuf",440550,9,9
1,19,"synpuf",440561,12,12
1,19,"synpuf",440583,224,211
1,19,"synpuf",440755,231,212
1,19,"synpuf",440850,83,82
1,19,"synpuf",440858,46,36
1,19,"synpuf",440868,11,10
1,19,"synpuf",440869,160,119
1,19,"synpuf",440870,15,15
1,19,"synpuf",441146,14,12
1,19,"synpuf",441158,17,17
1,19,"synpuf",441432,18,17
1,19,"synpuf",441439,12,9
1,19,"synpuf",441709,7,7
1,19,"synpuf",441737,1517,1251
1,19,"synpuf",441971,77,77
1,19,"synpuf",441985,10,10
1,19,"synpuf",442102,45,38
1,19,"synpuf",442280,22,20
1,19,"synpuf",442302,8,8
1,19,"synpuf",442327,13,13
1,19,"synpuf",442341,10,10
1,19,"synpuf",442533,6,6
1,19,"synpuf",442539,5,5
1,19,"synpuf",442547,12,12
1,19,"synpuf",442607,10,10
1,19,"synpuf",442616,7,7
1,19,"synpuf",443133,-5,-5
1,19,"synpuf",443192,10,10
1,19,"synpuf",443193,6,6
1,19,"synpuf",443752,-5,-5
